cnt,material,product_uid
1,Aluminum,100415.0
1,Steel,100420.0
1,Brass,100422.0
1,Wood,100425.0
1,Vinyl,100427.0
1,Steel,100428.0
1,Wire,100429.0
1,Wood,100430.0
1,Metal,100433.0
1,Wood,100439.0
1,Composite,100441.0
1,Brass,100444.0
1,Vitreous China,100446.0
1,Steel,100447.0
1,Vitreous China,100448.0
1,Steel,100449.0
1,Wood,100455.0
1,Steel,100456.0
1,Aluminum,100457.0
1,mdf,100458.0
1,Composite,100462.0
1,Wood,100465.0
1,Wood,100466.0
1,Vitreous China,100468.0
1,Wood,100472.0
1,Aluminum,100475.0
1,Wood,100476.0
1,Laminate,100479.0
1,Stainless Steel,100485.0
1,Metal,100486.0
1,Plastic,100488.0
1,Plastic,100494.0
1,Steel,100495.0
1,Laminate,100498.0
1,Wood,100500.0
1,Wood,100507.0
1,Wood,100508.0
1,Concrete,100509.0
1,Zinc,100514.0
1,"Glass,Steel",100515.0
1,Steel,100523.0
1,frp,100526.0
1,Aluminum,100528.0
1,Steel,100531.0
1,Galvanized Steel,100533.0
1,Rubber,100537.0
1,Acrylic,100540.0
1,Plastic,100543.0
1,Plastic,100548.0
1,Metal,100549.0
1,Composite,100552.0
1,Fiberglass,100558.0
1,polyester,100561.0
2,Stainless steel Stainless Steel,100563.0
1,Steel,100565.0
1,Stone,100568.0
1,Steel,100569.0
1,Wood,100573.0
1,Galvanized Steel,100584.0
1,Laminated Particle Board,100587.0
1,Steel,100593.0
1,Acrylic,100594.0
1,Steel,100596.0
1,Wood,100597.0
1,Composite,100600.0
1,Steel,100601.0
1,Canvas,100607.0
1,Vitreous China,100611.0
1,Steel,100615.0
1,Plastic,100621.0
1,Polypropylene,100623.0
1,Wood,100624.0
1,Vitreous China,100625.0
1,Vitreous China,100628.0
1,Steel,100631.0
1,Vitreous China,100632.0
1,Resin,100633.0
1,Wire,100634.0
2,Stainless steel Metal,100636.0
1,Metal,100641.0
1,Nylon,100644.0
1,Vinyl,100645.0
1,Polypropylene,100646.0
1,Plastic,100647.0
1,Metal,100649.0
1,Vitreous China,100650.0
1,Porcelain,100654.0
1,mdf,100655.0
1,Vitreous China,100659.0
1,Steel,100663.0
1,Galvanized Steel,100664.0
1,Steel,100672.0
1,Polyester,100679.0
1,Concrete,100681.0
1,Wood,100682.0
1,Composite,100688.0
1,Metal,100691.0
1,Wood,100695.0
1,Solid Brass,100699.0
1,Steel,100700.0
1,Fiberglass and PVC,100705.0
1,Polyester,100706.0
1,Cement,100709.0
1,Drywall,100714.0
1,hdf,100715.0
1,Metal,100717.0
1,Vinyl,100720.0
1,Steel,100725.0
1,Steel,100726.0
1,Vinyl,100728.0
1,Aluminum,100729.0
1,Wire,100731.0
1,Plastic,100733.0
1,Steel,100734.0
1,Steel,100739.0
1,Metal,100742.0
1,Polypropylene,100745.0
1,Rubber,100747.0
1,Metal,100748.0
1,Metal,100751.0
1,Steel,100753.0
1,Wood,100756.0
1,Particle Board,100757.0
1,Vinyl,100762.0
1,Composite,100767.0
1,Metal,100768.0
1,Vinyl,100769.0
1,Composite,100772.0
1,Wood,100778.0
1,Vinyl,100783.0
1,Metal,100790.0
1,Aluminum,100791.0
1,rebond,100793.0
1,Steel,100794.0
1,Fiberglass,100795.0
1,Nylon,100798.0
1,Metal,100805.0
1,Wire,100806.0
1,Polyurethane,100807.0
1,Brass,100811.0
1,Plastic,100815.0
1,Aluminum,100818.0
1,Bamboo,100820.0
1,Steel,100821.0
1,Solid Brass,100823.0
1,Plastic,100824.0
1,Plastic,100825.0
1,Cedar,100829.0
1,Stone,100831.0
1,Metal,100832.0
1,Brass,100836.0
1,Vinyl,100838.0
1,Iron,100842.0
1,Wood,100845.0
1,Aluminum,100851.0
1,Bamboo,100854.0
1,Aluminum,100855.0
1,Steel,100856.0
1,Steel,100857.0
1,Vinyl,100860.0
1,Vinyl,100861.0
1,Metal,100862.0
1,Laminate,100869.0
1,Wood,100872.0
1,Galvanized Steel,100879.0
1,Zinc,100881.0
1,Aluminum,100882.0
1,Composite,100888.0
1,PVC,100889.0
1,Polypropylene,100890.0
1,PVC,100892.0
1,Wood,100896.0
1,Steel,100897.0
1,Composite,100898.0
1,mdf,100902.0
1,Steel,100904.0
1,Vinyl,100905.0
1,Steel,100906.0
1,Composite Wood,100907.0
1,Steel,100908.0
1,mdf,100911.0
1,Wood,100916.0
1,Steel,100918.0
1,Vinyl,100920.0
1,Metal,100925.0
2,Composite Compression Molded Fiberglas and Resin,100930.0
1,Aluminum,100931.0
1,Wood,100939.0
1,Steel,100945.0
1,Solid Surface,100947.0
1,Steel,100950.0
1,Wood,100952.0
1,Steel,100954.0
1,"Metal, wood, fossil stone",100957.0
1,Wood,100960.0
1,Laminate,100964.0
1,Steel,100965.0
1,Polyester,100969.0
1,Aluminized Steel,100982.0
1,Stone,100985.0
1,Steel,100986.0
1,Metal,100995.0
1,Concrete,100997.0
1,Vitreous China,100999.0
1,Polyethylene,101001.0
1,Vinyl,101005.0
1,Wood,101008.0
1,Composite,101011.0
1,Wood,101013.0
1,Plastic,101014.0
1,Wood,101015.0
1,Concrete,101016.0
1,Polyester,101017.0
1,Bamboo,101021.0
1,Concrete,101028.0
1,Bamboo,101030.0
1,Zinc,101032.0
1,Aluminum,101035.0
1,Steel,101036.0
1,Cast Iron,101037.0
1,Metal,101039.0
1,Laminate,101042.0
1,Vitreous China,101043.0
1,Vitreous China,101045.0
1,Plastic,101046.0
1,Vitreous China,101049.0
1,Composite,101053.0
1,Concrete,101055.0
1,Vinyl,101056.0
1,Wire,101058.0
1,Wood,101059.0
1,Metal,101061.0
1,PVC,101064.0
1,Metal,101067.0
1,Steel,101075.0
1,"Composite wood, laminate, metal and glass materials",101076.0
1,Laminate,101077.0
1,Vinyl,101078.0
1,Fiberglass,101079.0
1,Steel,101082.0
1,Wood,101094.0
1,Plastic,101096.0
1,Metal,101097.0
1,Vinyl,101101.0
1,Vinyl,101102.0
1,Steel,101107.0
1,Laminated Particle Board,101108.0
1,Wood,101109.0
1,Vinyl,101114.0
1,Steel,101120.0
1,Zinc,101122.0
1,hdf,101129.0
1,Steel,101130.0
1,Vinyl,101131.0
1,Resin,101134.0
1,mdf,101135.0
1,Vitreous China,101138.0
1,Wood,101139.0
1,Wood,101141.0
1,Zinc,101146.0
1,Vitreous China,101151.0
1,Metal,101152.0
1,Wood,101153.0
1,Plastic,101156.0
1,PB,101157.0
1,Metal,101158.0
1,Composite,101160.0
1,Stainless Steel,101162.0
1,Vinyl,101166.0
1,Polypropelene,101167.0
1,Plastic,101168.0
1,Wood,101172.0
1,Metal,101174.0
1,Metal,101175.0
1,Aluminum,101179.0
1,Wood,101181.0
1,Composite,101182.0
1,Vitreous China,101184.0
2,Galvanized Steel Steel,101185.0
1,Wood,101188.0
1,Stainless Steel,101196.0
1,Laminated Particle Board,101197.0
1,Steel,101199.0
1,Metal,101200.0
1,Aluminum,101201.0
1,mdf,101206.0
1,mdf,101210.0
1,Steel,101212.0
1,Steel,101214.0
1,Particle Board,101215.0
1,Plastic,101218.0
1,Wood,101220.0
1,Metal,101223.0
1,Vitreous China,101225.0
1,Steel,101227.0
1,Wood,101231.0
1,Polypropylene,101232.0
1,Plastic,101235.0
1,Glass,101239.0
1,Aluminum,101241.0
1,mdf,101242.0
1,PVC,101244.0
1,Metal,101245.0
1,Rubber,101249.0
1,Plastic,101254.0
1,Polypropylene,101260.0
1,Concrete,101264.0
1,Copper,101273.0
1,Fiberglass,101274.0
1,Wood,101276.0
1,Laminate,101277.0
1,Nylon,101284.0
1,Metal,101288.0
1,Solid Brass,101290.0
1,Steel,101295.0
1,Plastic,101299.0
1,Steel,101300.0
1,Vinyl,101302.0
1,Polypropylene,101303.0
1,Aluminum,101307.0
1,100% post-industrial recycled synthetic fibers with a non-skid rubber backing,101308.0
1,Steel,101309.0
1,Aluminum,101310.0
1,Steel,101312.0
1,Steel,101313.0
1,Wood,101314.0
1,Aluminum,101316.0
1,Vinyl,101318.0
1,Plastic,101319.0
1,Laminate,101321.0
1,Vitreous China,101322.0
1,Zinc,101324.0
1,Steel,101325.0
1,Steel,101327.0
1,Brass,101335.0
1,Stainless Steel,101336.0
1,Plastic,101338.0
1,Metal,101340.0
1,Laminate,101341.0
1,Steel,101345.0
1,MDF / Composite Wood,101346.0
1,Vitreous China,101347.0
1,Steel,101349.0
1,Steel,101352.0
1,Laminate,101354.0
1,Plastic,101355.0
1,Wood,101356.0
1,Steel,101360.0
1,Plastic,101361.0
1,Metal,101366.0
1,Galvanized Steel,101369.0
1,Steel,101370.0
1,Steel,101371.0
1,Composite,101372.0
1,Multi-Surface,101374.0
1,Steel,101375.0
1,Bamboo,101379.0
1,Metal,101381.0
1,Concrete,101386.0
1,Polyester,101392.0
1,Acrylic,101396.0
1,Vinyl,101400.0
1,Aluminum,101402.0
1,Zinc,101403.0
1,mdf,101408.0
1,Bamboo,101410.0
1,Aluminum,101411.0
1,Vitreous China,101414.0
1,Resin,101416.0
1,Steel,101418.0
1,Metal,101419.0
1,Steel,101420.0
1,Composite,101421.0
1,Fiberglass,101423.0
1,Wood,101432.0
1,Fiberglass,101434.0
1,Zinc,101437.0
1,Galvanized Steel,101440.0
1,Steel,101441.0
1,Concrete,101446.0
1,Fiberglass and PVC,101447.0
1,Brass,101448.0
1,Aluminum,101449.0
1,Metal,101450.0
1,Aluminum,101453.0
1,Polypropylene,101454.0
1,Stainless Steel,101457.0
1,Wood,101460.0
1,Fiberglass,101464.0
1,Cement,101466.0
1,Plastic,101467.0
1,Steel,101470.0
1,Plastic,101476.0
1,frp,101477.0
1,Aluminum,101478.0
1,Metal,101479.0
1,Steel,101486.0
1,hdf,101487.0
1,Vinyl,101488.0
1,Wood,101491.0
1,Aluminum,101495.0
1,"Metal, Rattan",101496.0
1,Wood,101498.0
1,Steel,101499.0
1,Plastic,101502.0
1,Metal,101503.0
1,frp,101510.0
1,Metal,101512.0
1,Steel,101513.0
1,Wood,101517.0
1,Aluminum,101526.0
1,16mm Particle Board with Wood Veneer and Stainless Steel Clad Poles,101527.0
1,Acrylic,101531.0
1,Metal,101533.0
1,Galvanized Steel,101534.0
1,Nylon,101538.0
1,Steel,101540.0
1,Steel,101542.0
1,Plastic,101543.0
1,Composite,101545.0
1,Metal,101546.0
1,Composite,101547.0
1,Steel,101548.0
1,Rubber,101549.0
1,Steel,101551.0
1,Brass,101552.0
1,Plastic,101554.0
1,Aluminum,101555.0
1,Steel,101558.0
1,Carbon Steel,101559.0
1,Particle Board,101561.0
1,Steel,101564.0
1,Wood,101565.0
1,Metal,101566.0
1,Metal,101571.0
1,Metal,101573.0
1,Metal,101575.0
1,Stainless Steel,101579.0
1,Metal,101581.0
1,Galvanized Steel,101583.0
1,Plastic,101584.0
1,Particle Board,101587.0
1,Galvanized Steel,101591.0
1,Aluminum,101593.0
1,Laminate,101594.0
1,Steel,101598.0
1,Plastic,101603.0
1,Wood,101605.0
1,Brass,101606.0
1,Fiberglass,101608.0
1,Zinc,101616.0
1,Fabric,101619.0
1,Polypropylene,101620.0
1,Metal,101621.0
1,Plastic,101626.0
1,Resin,101627.0
1,Brass,101638.0
1,Vitreous China,101641.0
1,Steel,101642.0
1,Plastic,101643.0
1,Plastic,101644.0
1,Acrylic,101645.0
1,Plastic,101649.0
1,Polyurethane,101650.0
1,Metal,101655.0
1,Steel,101657.0
1,Aluminum,101660.0
1,Steel,101662.0
1,Metal,101669.0
1,Plastic,101671.0
1,Foam,101672.0
1,PVC,101681.0
1,Steel,101682.0
1,Steel,101687.0
1,Aluminum,101690.0
1,Concrete,101691.0
1,Zinc,101694.0
1,Plastic,101695.0
1,Stone,101697.0
1,Plastic,101698.0
1,Steel,101700.0
1,Steel,101705.0
1,Polypropelene,101706.0
1,hdf,101707.0
1,Wood,101708.0
1,Vinyl,101709.0
1,Plastic,101710.0
1,Olefin,101713.0
1,Wood,101715.0
1,Concrete,101716.0
1,Aluminum,101718.0
1,Metal,101722.0
1,Polyester,101727.0
1,Steel,101729.0
1,Plastic,101730.0
1,Zinc,101731.0
1,Vitreous China,101733.0
1,Aluminum,101736.0
1,Aluminum,101742.0
1,Plastic,101743.0
1,Vinyl,101747.0
1,Steel,101751.0
1,Solid Brass,101755.0
1,Steel,101756.0
1,Steel,101761.0
1,Polypropylene,101763.0
1,PVC,101768.0
1,Steel,101769.0
1,Fabric,101770.0
1,Composite,101771.0
1,Plastic,101774.0
1,Wood,101775.0
1,Metal,101778.0
1,Wood,101779.0
1,Steel,101781.0
1,Plastic,101784.0
1,"Poplar solids, Veneers, Engineered Wood",101787.0
1,Fiberglass,101788.0
1,Porcelain-Coated Steel,101789.0
1,Wood,101793.0
1,Steel,101797.0
1,Wood,101798.0
1,Metal,101799.0
1,Wood,101801.0
1,Steel,101802.0
1,Solid Brass,101806.0
1,Metal,101808.0
1,pex,101811.0
1,Wood,101816.0
1,Fabric,101818.0
1,Nickel,101820.0
1,Fiberglass,101829.0
1,Steel,101831.0
1,Plastic,101832.0
1,Sand,101834.0
1,hdf,101840.0
1,Wood,101842.0
1,Metal,101846.0
1,Solid Brass,101847.0
1,Metal,101849.0
1,Brass,101853.0
1,Metal,101855.0
1,Concrete,101859.0
1,Polyethylene,101862.0
1,Wood,101868.0
1,Fiberglass,101871.0
1,Plastic,101872.0
1,Iron,101874.0
1,Plastic,101877.0
1,Aluminum,101881.0
1,Aluminum,101882.0
1,Steel,101889.0
1,Solid Surface,101893.0
1,Plastic,101894.0
1,Plastic,101896.0
1,Metal,101897.0
1,mdf,101898.0
1,Resin,101907.0
1,Fiberglass,101909.0
1,PVC,101910.0
1,Plastic,101913.0
1,Composite,101916.0
1,Stainless steel,101917.0
1,Aluminum,101923.0
1,Glass,101931.0
1,Composite,101933.0
1,Plastic,101935.0
1,Stone,101937.0
1,Plastic,101939.0
1,Steel,101940.0
2,Galvanized Steel Steel,101941.0
1,Metal,101946.0
1,Plastic,101952.0
1,Metal,101954.0
1,Vitreous China,101956.0
1,Wood,101958.0
1,Steel,101965.0
1,Wood,101966.0
1,Steel,101967.0
1,Steel,101969.0
1,Zinc,101970.0
1,Nylon,101973.0
1,Rubber,101975.0
1,Wood,101980.0
1,Wood,101981.0
1,Pet Polyester,101984.0
1,Vinyl,101994.0
1,Steel,101996.0
1,Steel,101998.0
1,Vitreous China,102000.0
1,Plastic,102007.0
1,Brass,102009.0
1,Concrete,102010.0
1,Wood,102011.0
1,Stainless Steel,102015.0
1,Ceramic,102017.0
1,Steel,102018.0
1,Vinyl,102019.0
1,Plastic,102023.0
1,Wood,102026.0
1,Plastic,102027.0
1,PVC,102028.0
1,Vinyl,102029.0
1,Manufactured from laminated particle board,102033.0
1,Acrylic,102037.0
1,Vitreous China,102039.0
1,Steel,102040.0
1,Plastic,102044.0
1,Metal,102046.0
1,Laminated Particle Board,102048.0
1,Plastic,102053.0
1,Wood,102054.0
1,Metal,102057.0
1,Stainless Steel,102058.0
1,Aluminum,102061.0
1,Steel,102065.0
1,Particle Board,102071.0
1,Galvanized Steel,102076.0
1,Bamboo,102077.0
1,Steel,102085.0
1,Laminate,102089.0
1,Bamboo,102091.0
1,Metal,102094.0
1,Plastic,102098.0
1,Aluminum,102099.0
1,Plastic,102100.0
1,pex,102105.0
1,Steel,102106.0
1,Manufactured from certified Environmentally Preferred laminated particle panel.,102108.0
1,Aluminum,102113.0
1,Iron,102116.0
1,"MDF,PB, Engineered Wood",102117.0
1,Aluminum,102119.0
1,Composite,102120.0
1,Metal,102121.0
1,Paper,102122.0
1,Steel,102123.0
1,Vitreous China,102127.0
1,Fiberglass,102134.0
1,Vinyl,102138.0
1,Metal,102139.0
1,Aluminum,102141.0
1,Stainless Steel,102142.0
1,Polyethylene,102144.0
1,Brass,102145.0
1,Vinyl,102147.0
1,Steel,102153.0
1,Composite,102166.0
1,Aluminum,102167.0
1,Steel,102168.0
1,Metal,102169.0
1,Steel,102171.0
1,Particle Board,102175.0
1,Concrete,102176.0
1,Bamboo,102178.0
1,Steel,102179.0
1,LAMINATED PARTICLE BOARD,102181.0
1,Plastic,102182.0
1,Composite,102187.0
1,Vinyl,102188.0
1,Vitreous China,102191.0
1,Wood,102196.0
1,Sand,102203.0
1,Plastic,102204.0
1,Steel,102207.0
1,Nylon,102216.0
1,Metal,102220.0
1,mdf,102224.0
1,Wood,102230.0
1,Vinyl,102232.0
1,Wood,102237.0
1,Galvanized Steel,102239.0
1,Vinyl,102241.0
1,Solid Brass,102243.0
1,Aluminum,102245.0
1,Wood,102254.0
1,Wood,102255.0
1,Concrete,102258.0
1,Galvanized Steel,102262.0
1,Wood,102264.0
1,Vitreous China,102265.0
1,Vinyl,102267.0
1,Polyester,102272.0
1,Paper,102273.0
1,Plastic,102276.0
1,Vinyl,102279.0
1,hdf,102287.0
1,Polyurethane,102296.0
1,Polyurethane,102297.0
1,Steel,102300.0
1,Aluminum,102301.0
1,PVC,102302.0
1,Vinyl,102304.0
1,Metal,102305.0
1,Steel,102309.0
1,Foam,102310.0
1,Wood,102311.0
1,Laminated Particle Board,102312.0
1,Vitreous China,102317.0
1,Fiberglass,102318.0
1,Steel,102323.0
1,Vitreous China,102324.0
1,Wrought Iron,102326.0
1,Polyurethane,102330.0
1,Metal,102332.0
1,Wood,102336.0
1,Steel,102342.0
1,Steel,102344.0
1,Wood,102346.0
1,Steel,102350.0
1,Aluminum,102354.0
1,Steel,102359.0
1,Wood,102360.0
1,Brass,102361.0
1,Polypropylene,102362.0
1,Polycarbonate,102363.0
1,Steel,102365.0
1,Vinyl,102366.0
1,Fiberglass,102367.0
1,Brass,102369.0
1,Steel,102370.0
1,mdf,102374.0
1,Zinc,102375.0
1,Aluminum,102376.0
1,Steel,102378.0
1,Nylon,102379.0
1,Vitreous China,102381.0
1,Vinyl,102389.0
1,Steel,102395.0
2,Wood Laminated Particle Board,102396.0
1,Bamboo,102397.0
1,Glass,102398.0
1,Zinc,102401.0
1,Metal,102402.0
1,Concrete,102404.0
1,Galvanized Steel,102406.0
1,Vitreous China,102411.0
1,Laminate,102412.0
2,Composite Plastic,102414.0
1,Wood,102415.0
1,Stainless Steel,102417.0
1,Plastic,102418.0
1,Steel,102429.0
1,Galvanized Steel,102430.0
1,Metal,102432.0
1,Polypropylene,102435.0
1,Steel,102436.0
1,Vitreous China,102438.0
1,Fiberglass,102441.0
1,Galvanized Steel,102445.0
1,Zinc,102446.0
1,Concrete,102450.0
1,Metal,102451.0
1,Metal,102457.0
1,Composite,102458.0
1,Steel,102463.0
1,Resin,102464.0
1,Plastic,102465.0
1,Steel,102466.0
1,Metal,102467.0
1,Zinc,102470.0
1,Vinyl,102471.0
1,Metal,102476.0
1,Steel,102478.0
1,Vitreous China,102480.0
1,Zinc,102481.0
1,Fabric,102482.0
1,Stainless Steel,102488.0
1,Paper,102489.0
1,Wood,102494.0
1,Plastic,102501.0
1,Porcelain-Coated Steel,102503.0
2,fabric Fabric,102508.0
1,Vitreous China,102510.0
1,Vinyl,102511.0
1,Concrete,102516.0
1,Steel,102520.0
1,Steel,102526.0
1,Steel,102531.0
1,Steel,102534.0
1,Composite,102535.0
1,Plastic,102539.0
1,Laminate,102540.0
1,Laminate,102547.0
1,Asphalt,102548.0
1,Steel,102555.0
1,Fiberglass,102556.0
1,Polycarbonate,102559.0
1,Vinyl,102561.0
1,Steel,102564.0
1,Metal,102566.0
1,Composite,102567.0
1,Steel,102570.0
1,Plastic,102575.0
1,Wood,102577.0
1,Vinyl,102580.0
1,Vinyl,102581.0
1,Steel,102582.0
1,Steel,102583.0
1,Rubber,102589.0
1,Bamboo,102593.0
1,Concrete,102602.0
1,Acrylic,102605.0
1,Vitreous China,102606.0
1,Silver,102607.0
1,Steel,102609.0
1,Plastic,102610.0
1,Aluminum,102611.0
1,Vinyl,102613.0
1,Stainless Steel,102615.0
1,Wood,102616.0
1,Fabric,102617.0
1,Aluminum,102619.0
1,Resin,102620.0
1,Vinyl,102621.0
1,Fiberglass,102624.0
1,Wood,102625.0
1,Composite,102628.0
1,Iron,102632.0
1,Plastic,102633.0
1,Steel,102636.0
1,Metal,102637.0
1,Aluminum,102640.0
1,Steel,102641.0
1,Plastic,102642.0
1,Acrylic,102645.0
1,Steel,102648.0
1,Metal,102651.0
1,Wood,102653.0
1,Vinyl,102656.0
1,Plastic,102658.0
1,Steel,102666.0
1,Stainless Steel,102669.0
1,Aluminum,102671.0
1,Plastic,102673.0
1,Vinyl,102674.0
1,Resin,102678.0
1,Vinyl,102679.0
1,Steel,102681.0
1,Particle Board,102682.0
1,Rubber,102685.0
1,Plastic,102686.0
1,Steel,102691.0
1,Composite,102692.0
1,Steel,102695.0
1,Wood,102698.0
1,Carbon Steel,102702.0
1,Manufactured from certified Environmentally Preferred laminated particle panels.,102706.0
1,Vitreous China,102710.0
1,Steel,102712.0
1,Plastic,102714.0
1,Olefin,102716.0
1,Laminate,102717.0
1,Wood,102718.0
1,PVC,102720.0
1,Steel,102721.0
1,Steel,102724.0
1,Wood,102725.0
1,Brass,102729.0
1,Metal,102730.0
1,"30% diisononyl phthalate, 28% PVC, 25% calcium carbonate, 17% polyester",102731.0
1,Aluminum,102740.0
1,Steel,102742.0
1,Steel,102747.0
1,Plastic,102752.0
1,Vinyl,102753.0
1,water,102761.0
1,Wood,102764.0
1,Metal,102765.0
1,Resin,102767.0
1,Wood,102769.0
1,Composite,102770.0
1,Steel,102772.0
1,Copper,102775.0
1,Aluminum,102780.0
1,Resin,102787.0
1,Ceramic,102800.0
1,Plastic,102803.0
1,Metal,102807.0
1,Wood,102809.0
1,Metal,102811.0
1,Vinyl,102815.0
1,Acrylic,102816.0
1,Vinyl,102821.0
1,Glass,102823.0
1,"MDF,PB",102827.0
1,Metal,102829.0
1,Steel,102837.0
1,Wood,102844.0
1,Steel,102850.0
1,Steel,102852.0
1,Plastic,102857.0
1,frp,102858.0
1,PVC,102861.0
1,Steel,102864.0
1,Metal,102865.0
1,Plastic,102870.0
1,Fiberglass,102872.0
1,Wood,102874.0
1,"MDF,PB",102876.0
1,Vinyl,102877.0
1,Steel,102882.0
1,Concrete,102885.0
1,Fiberglass,102888.0
1,Metal,102889.0
1,Steel,102890.0
1,Steel,102894.0
1,Wood,102895.0
1,100% post-industrial recycled synthetic fibers with a non-skid rubber backing,102896.0
1,Fiberglass,102900.0
1,Vinyl,102903.0
1,Metal,102905.0
1,Bamboo,102908.0
1,Plastic,102910.0
1,Plastic,102912.0
1,Steel,102914.0
1,Steel,102916.0
1,Vitreous China,102917.0
1,Vinyl,102925.0
1,Wood,102928.0
1,PVC,102931.0
1,Bamboo,102934.0
1,Resin,102937.0
1,Vinyl,102938.0
1,Wood,102939.0
1,Polyester,102940.0
1,Steel,102946.0
1,Steel,102950.0
1,Galvanized Steel,102951.0
1,mdf,102953.0
1,Vitreous China,102960.0
1,Vinyl,102965.0
1,Manufactured from certified Environmentally Preferred laminated particle panels,102966.0
1,Polyester,102977.0
1,Polypropylene,102978.0
1,Wood,102979.0
1,Vinyl,102980.0
1,Steel,102981.0
1,Metal,102984.0
1,Wood,102987.0
1,PVC,102990.0
1,Polycarbonate,102993.0
1,Steel,102998.0
1,Wood,103001.0
1,Manufactured from CARB2 compliant laminated particle panels,103006.0
1,Plastic,103007.0
1,Steel,103009.0
1,Aluminum,103010.0
1,Aluminum,103011.0
1,Wood,103012.0
1,Vinyl,103021.0
1,Plastic,103022.0
1,Vinyl,103024.0
1,Composite,103026.0
1,Vinyl,103027.0
1,Concrete,103030.0
1,Laminated Particle Board,103031.0
1,Wood,103032.0
1,Steel,103033.0
1,Fiberglass,103034.0
1,Metal,103038.0
1,Wood,103039.0
1,Vitreous China,103043.0
1,Manufactured from laminated particle board,103044.0
1,Acrylic,103045.0
1,Plastic,103047.0
1,Metal,103050.0
1,Steel,103054.0
1,Zinc,103055.0
1,Wood,103059.0
1,Steel,103063.0
1,Concrete,103072.0
1,Steel,103073.0
